id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
29040,EBLZ,closed,Zaffelare Heliport,51.130384,3.864098,26.0,EU,BE,BE-VOV,Lochristi,no,,,,,,"EBLZ, Saffelaere"
43729,EBMA,closed,Westmalle Heliport,51.287224,4.714167,88.0,EU,BE,BE-VAN,Malle,no,,,,,,EBMA
308575,EBMB,small_airport,Melsbroek Air Base,50.913419,4.491005,184.0,EU,BE,BE-VBR,Steenokkerzeel,no,EBMB,,,http://www.opendoor15w.be/,https://en.wikipedia.org/wiki/Melsbroek_Air_Base,
43720,EBMD,heliport,ZNA Middelheim Hospital Heliport,51.181674,4.421096,46.0,EU,BE,BE-VAN,Antwerp,no,EBMD,,,,,
43731,EBME,heliport,Meerbeek Heliport,50.873724,4.596911,214.0,EU,BE,BE-VBR,Meerbeek,no,EBME,,,,,
30974,EBMG,small_airport,Matagne-la-Petite Ultralight Airfield,50.104208,4.636063,787.0,EU,BE,BE-WNA,Doische,no,EBMG,,,,,"Matagne, Matagne-la-Petite Ulmodrome"
337618,EBMK,heliport,Maarkedal - Nukerke Heliport,50.781947,3.619635,167.0,EU,BE,BE-VOV,Maarkedal,no,EBMK,,,,,
30975,EBML,small_airport,Maillen Ultralight Airfield,50.375033,4.926489,886.0,EU,BE,BE-WNA,Assesse,no,EBML,,,,https://en.wikipedia.org/wiki/Maillen_Airfield,Maillen Ulmodrome
337619,EBMM,heliport,Maasmechelen Heliport,50.953841,5.704801,131.0,EU,BE,BE-VLI,Maasmechelen,no,EBMM,,,,,
29042,EBMO,small_airport,Moorsele Airfield,50.851285,3.147669,66.0,EU,BE,BE-VWV,Wevelgem,no,EBMO,,,,https://en.wikipedia.org/wiki/Moorsele_Airfield,
43754,EBMS,heliport,Bra heliport,50.321703,5.730894,1280.0,EU,BE,BE-WLG,Lierneu,no,EBMS,,,,,
43751,EBMT,heliport,Montigny-le-Tilleul Heliport,50.358515,4.368455,656.0,EU,BE,BE-WHT,Montigny-le-Tilleul,no,EBMT,,,,,André Vésale Hospital Heliport
323971,EBMW,heliport,Meise/Wolvertem Heliport,50.948076,4.296012,,EU,BE,BE-VBR,Meise,no,EBMW,,,,,
342117,EBNB,heliport,Namur Bouge Heliport,50.479007,4.885021,489.0,EU,BE,BE-WNA,Namur,no,EBNB,,,,,
43741,EBNE,closed,Neerpelt Ultralight Airfield,51.211945,5.478611,148.0,EU,BE,BE-VLI,Neerpelt,no,,,,,,EBNE
43746,EBNH,heliport,Oostende Heliport,51.194097,2.854192,13.0,EU,BE,BE-VWV,Oostende,no,EBNH,,,,,
323972,EBNK,heliport,Nokere/Suys Heliport,50.879358,3.520104,,EU,BE,BE-VOV,Nokere,no,EBNK,,,,,
324063,EBNL,heliport,Nijlen Heliport,51.174,4.665874,21.0,EU,BE,BE-VAN,Nijlen,no,EBNL,,,,,
29043,EBNM,small_airport,Namur-Suarlée Airfield,50.489705,4.769697,594.0,EU,BE,BE-WNA,Namur,no,EBNM,,,http://www.aerodromedenamur.be/,https://en.wikipedia.org/wiki/Namur-Suarlee_Airport,
29044,EBNO,closed,Outer ULM,50.854401,3.98528,151.0,EU,BE,BE-VOV,Ninove,no,,,,,,"EBNO, Outer ULM"
342176,EBNR,heliport,Nuytten Heliport,50.910735,3.103623,82.0,EU,BE,BE-VWV,Roeselare,no,EBNR,,,,,
323974,EBOB,heliport,Blanden Heliport,50.822622,4.708992,,EU,BE,BE-VBR,Oud-Heverlee,no,EBOB,,,,,
337035,EBOK,heliport,Brussels - Groot-Bijgaarden Heliport,50.869522,4.280602,121.0,EU,BE,BE-BRU,Dilbeek,no,EBOK,,,,,
29045,EBOO,heliport,Oostdijckbank Platform Heliport,51.274445,2.4475,69.0,EU,BE,BE-VWV,De Panne,no,EBOO,,,,https://events.scia.net/UC-pdf/Oranjewoud-Oostdijckbank.pdf,
2163,EBOS,medium_airport,Oostende-Brugge International Airport,51.1998,2.874673,13.0,EU,BE,BE-VWV,Oostende,yes,EBOS,OST,,http://www.ost.aero/,https://en.wikipedia.org/wiki/Ostend-Bruges_International_Airport,Ostend-Bruges International Airport
311995,EBOT,closed,Oud-Turnhout Airfield,51.321566,5.012685,,EU,BE,BE-VAN,Oud-Turnhout,no,,,,,,EBOT
337300,EBPP,heliport,Deinze - Piens Heliport,50.995,3.528889,30.0,EU,BE,BE-VOV,Deinze,no,EBPP,,,,,
342119,EBPV,heliport,Ninove Heliport,50.843238,4.037037,87.0,EU,BE,BE-VOV,Ninove,no,EBPV,,,,,
29046,EBPW,heliport,Warcoing heliport,50.722254,3.326106,120.0,EU,BE,BE-WHT,Pecq,no,EBPW,,,,,
43745,EBRB,closed,Beveren Heliport,50.981543,3.125873,84.0,EU,BE,BE-VWV,Roeselare,no,,,,,,"EBRB, EBRB"
342177,EBRD,heliport,Roosdaal Heliport,50.825505,4.096967,243.0,EU,BE,BE-VBR,Roosdaal,no,EBRD,,,,,
43728,EBRO,heliport,Van Den Bosch Heliport,51.209653,4.587697,33.0,EU,BE,BE-VAN,Ranst,no,EBRO,,,,,
43742,EBRR,heliport,Rumbeke Heliport,50.910005,3.148012,79.0,EU,BE,BE-VWV,Roeselare,no,EBRR,,,,,
337034,EBRU,heliport,Bekkevoort Heliport,50.957481,5.015771,100.0,EU,BE,BE-VBR,Bekkevoort,no,EBRU,,,,,
29047,EBSG,small_airport,Saint-Ghislain Airfield,50.458009,3.821,75.0,EU,BE,BE-WHT,Saint Ghislain,no,EBSG,,,https://ebsg.aero/fr,https://en.wikipedia.org/wiki/Saint-Ghislain_Airfield,
29048,EBSH,small_airport,Saint Hubert Airfield,50.0359,5.40425,1930.0,EU,BE,BE-WLX,Saint Hubert,no,EBSH,,,http://www.sainthubert-airport.com/,https://en.wikipedia.org/wiki/Saint-Hubert_Airfield,
29049,EBSJ,heliport,Sint-Jan General Hospital Heliport,51.220486,3.196068,20.0,EU,BE,BE-VWV,Brugge,no,EBSJ,,,,,"AZ Sint-Jan, Bruges"
2164,EBSL,small_airport,Zutendaal Air Base,50.947498,5.59056,312.0,EU,BE,BE-VLI,Zutendaal,no,EBSL,,,,https://en.wikipedia.org/wiki/Zutendaal_Air_Base,
525291,EBSM,small_airport,Verrebroek Private Airstrip,51.268281,4.175453,10.0,EU,BE,BE-U-A,,no,EBSM,,,,,
43758,EBSN,closed,'S Gravenvoeren Heliport,50.764771,5.786845,394.0,EU,BE,BE-WLG,'S Gravenvoeren,no,,,,,,EBSN
29050,EBSP,small_airport,Spa-La Sauvenière Airfield,50.482006,5.913434,1581.0,EU,BE,BE-WLG,Spa,no,EBSP,,,,https://en.wikipedia.org/wiki/Spa-La_Sauveni%C3%A8re_Airfield,
